-1,71948540857447
-1,84420691126745
-1,74467472731453
-1,98634032981882
-2,35509581908613
-1,4912286113075
-1,57316847755397
-1,23363485159138
-0,414114218087418
-1,10298307260445
-1,01133008771191
-1,06856269574543
-1,03692179739962
-1,15250156878639
-2,0047482852992
-1,44095429145117
-1,84551920756566
-1,11098104819806
-1,54121154474082
-1,76283914170534
-1,79194075940675
-1,67787634988955
-1,12925154192085
-1,51878869912597
-1,33921640790603
-0,740185240509906
-1,71049385797357
-1,34298549121609
-0,77585924643847
-0,868704723279942
-2,75033596267378
-2,36297894582992
-1,16556354820808
-1,56031032051074
-1,83470856437373
-1,16947137885852
-0,816451512794056
-1,03141931487045
-1,16097531693634
-1,53087860347613
-1,33497238254142
-1,44884701062203
-1,15931733303547
-0,565284247078803
-0,964991259985658
-0,779334505386269
-0,646687919224592
-1,00514100413891
-0,83788336840505
-0,876368328560619
-0,72327039858955
-1,15505742044923
-1,24508267378126
0,646972959319703
-1,00006429659798
-1,47644594394477
-0,436406523354601
-0,992067894248998
-1,37705978183184
-1,27327609431081
-0,74406137995849
-0,697980717104328
-0,561081465341078
-0,427396389464773
-0,533643323326448
-0,974722452737196
-1,41964942113142
0,113617648753881
-0,0861535725726689
-1,12985152826554
-0,460026252064276
0,336574315397304
-0,65239007789837
-1,48819177712705
-1,15862867848406
-1,09624586307281
-0,67280911180709
-0,364064282950537
-0,673938645862082
-0,522490891004027
-0,0688320377889199
-0,210480209960793
-0,0988304838072906
-0,861039365973807
-0,81750952291827
-0,798677132931394
-0,432854423228068
-0,868260842562528
-1,61438919784188
0,46112811714038
0,235666077440853
-0,0715681846471648
-0,629505035385902
-0,573370815743004
-0,532585953145966
0,0613550282611368
-0,26269169087916
0,605113960344835
-0,719438602374924
0,175045820817087
0,218869544350669
0,895072498352822
-0,294029227178235
0,319622829896688
0,831640984588544
-0,838314948667109
0,740376531868695
-0,424343441699492
0,343214401060221
-0,399153595966039
-0,480974030775723
0,36507994312398
-0,792484043253513
0,116416716963234
0,397392371088841
0,935822188697358
-0,399403395068568
0,0346346753360851
0,476823115722835
0,343291322758938
0,359605435076257
0,533153955111085
0,695405028265298
0,760592640569431
0,754297306394558
0,446461748823146
-0,0197069060688087
0,57020491637242
0,272383586338808
-0,0736205366432282
1,42528425220036
-0,239858155768526
-0,458819910328219
0,591194739637825
-0,306667988233922
0,212078737364791
0,86429306408607
0,152378887737894
-0,00838923643380002
0,0221783376321745
1,01413085494951
-0,0362867142238974
-0,141078573878522
0,806636696932264
0,135009980849292
0,783961020039548
0,855246492072359
0,792691314603325
0,615642445279914
0,526944511562665
0,720479910982174
0,69697004191952
0,49742848574773
0,366754101164255
0,750281064222476
0,689376059748805
0,157687847465231
1,03192318834498
1,00492632183471
1,17995720375711
1,07512423168966
0,989834418272142
0,570807106911155
0,662750088726886
1,06057554945708
1,12657593899959
0,9230329883689
0,651943495454352
0,693659836632867
0,853552144984987
1,23207158594023
1,79419430102545
0,864752733109438
1,12838072530191
1,14084777733103
1,82445422064045
1,6353982375533
-0,233422605696122
1,26290403090619
0,730056684966119
0,732726008701835
1,03381908024313
0,660336558723154
1,20430382707289
0,614786030492121
2,02454919241084
-0,265544002639008
1,55610358733347
2,23484402552218
1,71277748565325
1,78393795155728
0,736962029608811
0,462059124222347
1,51014807132534
2,044368994697
1,91971819815422
0,986008543492538
1,65410786287363
1,67998170130469
1,0643458527145
1,18645801042227
