-1.497463161;1.144584693
-1.11335396;2.307697883
-0.329987802;1.209625551
-0.799383793;1.454180315
0.145675451;2.839938425
-1.151742009;2.325568514
-0.079009185;1.985069526
-0.892027894;1.99363973
-1.317177463;2.018516989
-1.205373175;2.376314217
0.477016948;2.212548533
-1.261840535;1.011822989
-1.482154671;1.201270938
-0.436671682;2.726470428
-0.296471732;2.494659234
-1.167501036;1.760240804
-0.598428216;2.105612615
-1.385888204;2.911415456
0.066638341;1.353172256
-0.460247684;1.263289994
0.251936441;2.903418699
0.411799664;1.055684194
-0.421316996;1.111855419
-0.575852336;1.263296328
0.224439062;2.72861309
0.059316628;2.443289425
0.493591288;1.029365629
-0.277014622;2.415809151
-0.967572188;1.435123654
0.180238266;1.337867681
-0.748285362;1.681965295
-0.145626452;1.735147765
-1.482365798;2.604785575
-0.948225532;2.053076848
-0.324176565;2.596368443
0.175215239;1.289650278
-0.530138833;1.804825054
-0.012544651;1.273123484
-0.584048515;1.132350329
-0.011162825;2.14668593
-0.301917406;2.096083103
-0.02999213;1.622687416
-0.355202556;2.616036054
-1.196885675;1.568529546
-0.649670236;2.790453468
-0.46575989;2.487586377
0.003072849;1.722281288
-1.162008222;1.457022922
-0.516231474;1.458877536
-0.100494092;2.08483794
-0.204959134;-2.89239005
-0.216802668;-1.950657545
0.885760684;-2.81065315
0.353092674;-1.216965774
1.433208201;-2.706901545
-0.193488939;-1.136774896
1.143346071;-2.90581917
-0.117298713;-2.327153645
1.134367386;-2.20279341
-0.188873053;-1.107675955
0.964014012;-1.931528194
0.059177779;-1.612951802
0.86448705;-2.481689189
0.94381563;-1.948794264
-0.253944837;-2.202622004
1.169313665;-1.828902885
0.534037046;-1.631961349
0.352423381;-2.128973987
1.398676841;-2.985599307
0.599081175;-1.796888053
0.443443296;-1.846670995
1.193928031;-2.555335511
0.412187004;-2.991429571
1.465899523;-2.835469976
0.978367142;-1.289851999
-0.107985761;-1.377889279
1.178857278;-1.617016438
0.501824349;-1.939716455
-0.445007654;-2.714435456
0.645144684;-1.544203021
0.562633915;-2.937813193
1.186073409;-1.710955411
0.815197622;-2.829067873
1.184272664;-1.104244459
-0.280106012;-2.450064382
0.128170229;-1.036461184
0.072164081;-2.415471042
-0.219437679;-2.264911223
1.169232665;-2.562734624
0.700485058;-2.518889073
0.005440947;-1.19548911
-0.496761413;-1.194736224
1.112478796;-2.839734981
-0.078850366;-2.656373635
0.606385147;-1.4482501
-0.272433197;-2.578707483
1.004436409;-2.992446862
0.586857537;-2.771886921
0.373425411;-2.377685999
0.892412741;-2.922836177
-1.126633763;-0.621444844
-0.844266811;-0.692955304
-0.742666004;0.770748233
-0.991701476;-0.608656028
-0.608464064;0.291116744
-1.620096684;0.818265103
-1.643249808;0.842569834
-1.085083131;-0.69844749
-1.804954519;0.139063844
-1.811191546;0.886019321
-0.13702097;0.157137234
-0.210797729;-0.489416691
-1.545363218;-0.299497277
-1.17857654;0.590466095
-0.743859611;-0.859412268
-1.096773295;0.181461848
-0.804343585;-0.604665779
-0.290415725;0.288662983
-0.750444282;0.20859969
-0.868507378;-0.117389865
-1.63142469;-0.206919208
-0.889715267;0.184399389
-1.514270695;0.898918211
-0.790545747;-0.216553502
-0.830789106;-0.629339863
-1.011103492;0.148891727
-0.518517332;0.254681915
-0.759235162;-0.900739407
-0.39098211;-0.479589378
-0.847908465;0.790631725
-0.176903401;0.456902834
-0.544675097;-0.21286637
-0.664430145;0.807697058
-1.369960377;-0.223781094
-1.388356084;-0.292862935
-1.782844909;0.490706565
-0.297561994;0.478829304
-1.690226629;-0.599653773
-1.841303919;0.360895453
-0.718028566;-0.264311668
-0.909823716;-0.781194616
-1.182049638;-0.593840457
-1.068878101;0.309658112
-1.694682432;0.37524966
-0.524028694;-0.840876723
-0.346621152;-0.944375301
-0.253312683;-0.385516524
-1.399844728;-0.714636546
-1.745540421;-0.864277605
-0.430082729;0.449841229
